cell,cycle,capacity_mah,capacity_retention_pct,rated_capacity_soh_pct,effective_resistance_ohm,resistance_soh_pct
Cell1,3300,637.8192441609972,86.29547013652373,86.1917897514861,0.05861000033665707,79.41708342694585
Cell1,3500,632.2030179733683,85.53560770889814,85.43284026667139,0.058556950322116455,79.48903180211562
Cell1,3600,631.7444982024535,85.47357104324371,85.3708781354667,0.05863849977985527,79.37848519086224
Cell1,3700,629.5202834064332,85.17263992010133,85.07030856843693,0.061268896122635086,75.97060794229029
Cell1,3800,625.4908168324312,84.62746240219762,84.52578605843665,0.05866649313087961,79.34060888905617
Cell1,3900,625.2583088284471,84.5960046064381,84.49436605789825,0.05936487278740535,78.4072308730211
Cell1,4000,623.5531647570597,84.36530255309313,84.26394118338645,0.0596445138965505,78.03962145559237
Cell1,4100,620.4774481988763,83.94916520881425,83.84830381065896,0.060565447878327086,76.85298217790027
Cell1,4200,619.5186640586243,83.81944392978427,83.71873838630057,0.06139533647488662,75.81415061213272
Cell1,4300,617.6078318476868,83.56091274637389,83.46051781725498,0.06190618117832347,75.18853849152379
Cell1,4400,615.7261856172588,83.30633035869602,83.20624129962957,0.06236233933769488,74.63856128270878
Cell1,4500,612.7444427379218,82.90290743605107,82.80330307269213,0.06292011125441518,73.97690807584193
Cell1,4600,612.349611637397,82.849487700356,82.74994751856715,0.06356663061050427,73.22450854616241
Cell1,4800,608.8768448422716,82.37963037635181,82.28065470841508,0.06427254315865323,72.42027555841238
Cell1,5000,604.2869401481527,81.75862687561572,81.66039731731793,0.0663939419572611,70.10632520337302
Cell1,5100,603.2069763171048,81.612510264391,81.51445625906821,0.06622514798312802,70.28501148197459
Cell1,5200,599.8239008415256,81.15478796870129,81.05728389750347,0.0646639404134087,71.98193083551146
Cell1,5300,599.8621534882067,81.15996346341946,81.06245317408198,0.06577408265635454,70.76701184429103
Cell1,5400,598.158701601549,80.92949035875884,80.8322569731823,0.06612657086926638,70.38978772378702
Cell1,5500,594.2801484523485,80.40473107856494,80.30812816923628,0.0662165835302083,70.29410214536595
Cell1,5600,594.4675726175096,80.43008913509206,80.33345575912291,0.06729033561441268,69.17241894975271
Cell1,5700,592.857351306983,80.21222991198485,80.11585828472742,0.06772762193697883,68.72580423273683
Cell1,5800,590.4253670448167,79.88318806009727,79.78721176281306,0.06861750467453152,67.83451698611916
Cell1,5900,589.4471143131173,79.75083272562412,79.65501544771854,0.06853994259135054,67.91128078617642
Cell1,6000,588.1173065952115,79.57091281373935,79.4753117020556,0.068876723358562,67.57922066295573
Cell1,6100,585.5603691386312,79.22496508333569,79.12977961332854,0.06948688272883277,66.98581233747349
Cell1,6200,585.7463794615072,79.25013185026813,79.15491614344691,0.06973033337927592,66.75194367811515
Cell1,6300,584.1518310216064,79.03439313034646,78.9394366245414,0.07019574230095209,66.30936768833752
Cell1,6400,581.2757619596863,78.6452676310524,78.55077864320084,0.07033359869172333,66.17939893550995
Cell1,6500,581.6547783101196,78.69654766759801,78.60199706893508,0.07117244475794911,65.39940144278594
Cell1,6600,580.0334389678039,78.47718420047651,78.38289715781134,0.07155281763076485,65.05173996653785
Cell1,6700,577.6338801898363,78.15252944168616,78.05863245808598,0.06908988977140544,67.37071519132826
Cell1,6800,577.5893924134589,78.1465103483255,78.05262059641336,0.07158021694234631,65.02683961042834
Cell1,6900,576.416770813853,77.98785735508862,77.89415821808824,0.07199746494923911,64.64998857489371
Cell1,7000,573.0979789577467,77.53883248459465,77.44567283212793,0.0713651885484836,65.22277010768892
Cell1,7100,573.0979789577467,77.53883248459465,77.44567283212793,0.0713651885484836,65.22277010768892
Cell1,7200,574.9714659926825,77.79231095197318,77.6988467557679,0.07292424257262067,63.82836656485476
Cell1,7300,572.0375640082297,77.3953607918759,77.30237351462563,0.07435347127966882,62.601452309898825
Cell1,7400,570.436583787218,77.17875186682971,77.08602483611054,0.07493663510539336,62.11428201764313
Cell1,7500,568.267859513994,76.88532848321806,76.79295398837758,0.07608107987280666,61.17993191173547
Cell1,7600,567.7929103307428,76.82106895603252,76.72877166631659,0.07595893691061624,61.2783100409489
Cell1,7700,566.7532309264086,76.68040273467022,76.58827444951469,0.07641516897090653,60.91245166469205
Cell1,7800,564.2265724626601,76.33855168204103,76.24683411657568,0.07768276653290651,59.91850566261579
Cell1,7900,564.3176975749817,76.3508806992054,76.25914832094347,0.07768503033128023,59.916759593712996
Cell1,8000,563.0464545433011,76.17888445406082,76.08735872206772,0.0781572826183224,59.55472261133134
Cell1,8100,560.0135969052836,75.7685458226604,75.6775130953086,0.07849580432386188,59.29788638365044
Cell1,8200,560.6495828680589,75.854593254061,75.76345714433229,0.07940741306803345,58.61713795413148
Cell2,0,734.8189656975843,100.0,99.29986022940328,0.047750474958440633,100.0
Cell2,100,726.6220579061855,98.88449969665423,98.19216998732237,0.04706193454159878,101.4630516648933
Cell2,200,722.1571400208163,98.27687821520124,97.58880270551572,0.0467191526678295,102.20749356895185
Cell2,300,719.2156200035366,97.87657281283765,97.19130000047792,0.047316410848475834,100.91736482582085
Cell2,400,714.5823074647996,97.24603484974376,96.56517668443237,0.047090704450944536,101.4010631507613
Cell2,500,711.1216758331502,96.77508461666642,96.09752376123652,0.047442790561067046,100.64853773088568
Cell2,600,708.0616104027846,96.35864661312895,95.6840014057817,0.047789056441454335,99.9192671170209
Cell2,700,705.4509534216545,96.00336768008569,95.3312099218452,0.04884760304343475,97.75397764345045
Cell2,800,701.9102314870742,95.52151812259379,94.85273398473974,0.04896315552730127,97.52327938058555
Cell2,900,699.2549903478053,95.16017182327117,94.49391761456829,0.049063524183366576,97.32377719134352
Cell2,1000,696.6637550136685,94.80753594217673,94.14375067752276,0.04916130769783945,97.13019688558688
Cell2,1100,693.9847933360154,94.4429615636276,93.78172882919127,0.04930630784327725,96.8445560965913
Cell2,1200,691.2011130181581,94.06413624095582,93.40555581326461,0.04947996197781984,96.50467189090712
Cell2,1300,688.2824454375678,93.66694077964658,93.01114127534701,0.049706798842999535,96.0642730368978
Cell2,1400,685.4468687684393,93.28105298938839,92.62795523897829,0.0498863040474762,95.71860627918451
Cell2,1600,679.5110214082981,92.47325574445662,91.82581370382407,0.05053176908000025,94.49594943498543
Cell2,1800,674.0054456104837,91.72401327048377,91.08181697438968,0.05134877031179029,92.99244104289009
Cell2,1900,670.6497832609933,91.26734809087658,90.62834908932342,0.051790620190013854,92.19907926039427
Cell2,2000,667.3525808571167,90.81863860489503,90.18278119690765,0.052304650353363055,91.29298185886907
Cell2,2100,665.2355876842753,90.53054136303469,89.89670103841559,0.0524374027097818,91.06186136395567
Cell2,2200,661.5433404840155,90.02807104413722,89.39774871405615,0.053087145774019,89.94733896921966
Cell2,2300,659.7519802009176,89.784288511742,89.155673000124,0.05323803045844362,89.69241451505903
Cell2,2400,656.2873914063993,89.31279975651788,88.68748532518909,0.0538893586954842,88.60835629584511
Cell2,2500,654.6501051945633,89.08998484723179,88.46623043169774,0.05409624861396933,88.2694755771105
Cell2,2600,650.3893528573778,88.51014783484051,87.89045308883485,0.05483662628314384,87.07770370825783
Cell2,2700,649.6653133077699,88.4116147833806,87.79260990645538,0.055043392331313196,86.75060336220638
Cell2,2800,647.1329168947415,88.0669861699065,87.45039417496507,0.0555513802496852,85.95731509067451
Cell2,2900,642.1348249865453,87.38680613352822,86.77497634953313,0.05629669455507482,84.81932258336508
Cell2,3000,641.7052831471693,87.32835066906316,86.71693015502288,0.05624104364649569,84.90325190011994
Cell2,3100,638.9952205493706,86.9595438303303,86.35070547964469,0.05692632332422983,83.8811856625147
Cell2,3200,634.9703545346578,86.41180810185847,85.80680466684565,0.05775173560790113,82.68232020356423
Cell2,3300,634.2086228227167,86.30814560163735,85.70386794901577,0.05789064771369145,82.48391898221479
Cell2,3500,627.7048777025079,85.42306431987777,84.82498347331187,0.058150317086948324,82.1155882727905
Cell2,3600,628.1200744890406,85.47956759563881,84.88109114716764,0.05790290545023724,82.46645757608522
Cell2,3700,626.1354826394687,85.20948857723897,84.61290305938766,0.06079350707628774,78.54535336893817
Cell2,3800,621.1583132684733,84.53215584586745,83.94031260384774,0.05827664152512373,81.9375889014724
Cell2,3900,621.4628930235764,84.5736054775892,83.98147203021303,0.058836700165141524,81.15763600680472
Cell2,4000,619.5183548363003,84.308977279618,83.71869659950005,0.059249938599596694,80.59160243377141
Cell2,4100,615.5350095355564,83.76689201961625,83.1804066939941,0.05997750383320751,79.61397508510986
Cell2,4200,614.8821184840259,83.67804142076015,83.09217817351701,0.06076339070413097,78.58428307753132
Cell2,4300,612.8973459219055,83.40793780956169,82.82396566512237,0.061194744790536056,78.0303523151965
Cell2,4400,610.9128049558445,83.13786571579408,82.5557844534925,0.061820750707841945,77.24020561332895
Cell2,4500,607.28245491411,82.64381885374988,82.06519661001485,0.06243896809389564,76.47543900250487
Cell2,4600,606.9661398070712,82.60077218214708,82.02245132527989,0.0625066696053415,76.39260779678482
Cell2,4800,603.2893260278694,82.10040216574295,81.52558459836072,0.06318391911720682,75.57377830562079
Cell2,5000,565.6961522931484,76.98442455906363,76.4454259855606,0.08126859205872733,58.75637038714118
Cell2,5100,577.9189479132826,78.64779964744757,78.09715512341657,0.07845040681755414,60.86708392665204
Cell2,5200,575.4802012975294,78.3159156420534,77.76759476993641,0.07872110562964821,60.6577798628589
Cell2,5300,580.878875800554,79.0506101389353,78.49714537845325,0.07982850312188808,59.81632260538779
Cell2,5400,581.026022733551,79.0706350620614,78.51703009912852,0.08019925102808742,59.539801614503155
Cell2,5500,575.9512937736342,78.38002564711535,77.83125591535598,0.07965045712535043,59.95003253188241
Cell2,5600,578.8701634543729,78.77724861181763,78.22569776410445,0.08111516535700998,58.867506154093086
Cell2,5700,578.0391777470296,78.66416147796087,78.11340239824725,0.08129128741025064,58.73996645847118
Cell2,5800,575.294154472195,78.29059691267659,77.74245330705338,0.08352517874209978,57.16895872306901
Cell2,5900,574.6726428197767,78.20601667163336,77.65846524591576,0.08235174980524061,57.983558420275294
Cell2,6000,573.0003167713386,77.9784332631335,77.43247523937008,0.08278610949281937,57.67933201714519
Cell2,6100,567.463746839281,77.22497286125049,76.68429011341635,0.0844986513195544,56.510339766086155
Cell2,6200,570.4755641019322,77.63484487098991,77.09129244620705,0.08383067051502711,56.96062630189877
Cell2,6300,568.8010284364556,77.40696076025702,76.86500384276427,0.08432965784950645,56.62358436655284
Cell2,6400,562.7251821399774,76.5801113483464,76.04394353242938,0.08486755468501249,56.26469990288681
Cell2,6500,565.7941735212776,76.9977640661674,76.45867209746994,0.08574350157116084,55.689905454597316
Cell2,6600,563.8357095455017,76.73124073631341,76.19401480344618,0.08603593564445179,55.50061680711195
Cell2,6700,561.4334759774204,76.40432571639408,75.86938864559734,0.08588684457294808,55.59696039116179
Cell2,6800,564.0030095218641,76.75400824561464,76.21662290836001,0.085403408763616,55.91167337431095
Cell2,6900,562.1277485994194,76.4988078479678,75.96320927019181,0.08614954441655272,55.42742597402046
Cell2,7000,556.2119202810296,75.69373495320743,75.16377301094995,0.08458804409167384,56.45061955409465
Cell2,7100,556.3346788557027,75.7104409148665,75.18036200752739,0.08959827931248028,53.293964264545195
Cell2,7200,556.887525681366,75.78567670102214,75.25507103802244,0.08930182945320557,53.47088100077729
Cell2,7300,557.1166198494262,75.81685365463312,75.28602970938192,0.09065326747131319,52.6737494305443
Cell2,7400,501.4350458651225,68.23926290322353,67.76149268447601,0.0979027677993893,48.773365688991774
Cell2,7500,562.233702061415,76.51322683644545,75.97752730559661,0.09354316075843419,51.04646301374339
Cell2,7600,558.6320678634678,76.02308785445442,75.4908199815497,0.09383260490902333,50.889000688766714
Cell2,7700,544.914770679986,74.15632912559396,73.63713117297107,0.10518883503103901,45.39500313350792
Cell3,0,735.119595112905,100.00000000000001,99.34048582606825,0.04522040862746018,99.99999999999999
Cell3,100,726.6872270437656,98.85292568376656,98.20097662753588,0.045979667563351465,98.34870720880012
Cell3,200,722.7328355075854,98.31500075801718,97.66659939291694,0.045838391734045594,98.6518220138024
Cell3,300,720.2066836195169,97.9713625384863,97.32522751615093,0.04647832264367656,97.29354687375422
Cell3,400,716.0503279000582,97.40596396292251,96.76355782433218,0.04632702391942552,97.61129639173448
Cell3,500,713.0840304729683,97.00245173895108,96.36270682067138,0.04688091254093159,96.45803841377526
Cell3,600,710.0583119725138,96.59085633045298,95.9538259422316,0.0471925533558622,95.82106796906965
Cell3,700,708.5077117739089,96.37992463866932,95.74428537485255,0.04800934624903077,94.1908444095364
Cell3,800,705.5725275613336,95.98064481643516,95.34763885963967,0.04809168475474827,94.02957883066343
Cell3,900,703.2127351410794,95.65963685583364,95.02874799203775,0.04856600340098455,93.11124132265627
Cell3,1000,700.8922491815016,95.34397584298557,94.71516880831102,0.04892512583664675,92.42778195082003
Cell3,1100,698.6703028506131,95.0417194012229,94.4149057906234,0.04946499362401946,91.41901234472579
Cell3,1200,696.3460284543626,94.72554303866877,94.10081465599495,0.04985982156545865,90.69508716169871
Cell3,1300,693.9320435294495,94.39716314770122,93.77460047695264,0.05018246809935904,90.11196607134943
Cell3,1400,691.4782753365478,94.06337144779083,93.44301018061456,0.050351475259060516,89.8095009030008
Cell3,1600,686.4039761027119,93.37310291630696,92.75729406793404,0.05085103371525246,88.92721607328228
Cell3,1800,681.1264227231039,92.6551852584601,92.04411117879783,0.05140512638078635,87.96867513268515
Cell3,1900,678.2317768750305,92.26141996267461,91.65294282095007,0.05177208801943457,87.34515133035588
Cell3,2000,675.4148558999498,91.87822775914641,91.27227782431754,0.0521330652583307,86.7403602749679
Cell3,2100,673.3918106771276,91.60302829007071,90.99889333474698,0.05233690725092091,86.40252357797563
Cell3,2200,669.9072324045648,91.1290131371992,90.52800437899523,0.0528300902729347,85.59593291217027
Cell3,2300,667.9872304226006,90.86783087587352,90.26854465170278,0.053062784407774705,85.22057244480847
Cell3,2400,665.1830232248433,90.48636815655549,89.88959773308693,0.0535764425416018,84.40352976468489
Cell3,2500,663.1787555105219,90.2137230349119,89.61875074466512,0.05379912271954351,84.05417475521963
Cell3,2600,659.6375677156237,89.73200715923126,89.14021185346267,0.05448622799299033,82.99419925577854
Cell3,2700,658.3707894367438,89.55968441238822,88.96902559955998,0.05477253153101556,82.56037718806846
Cell3,2800,655.8547865798171,89.21742678877796,88.6290252134888,0.05515329056691353,81.99040920794653
Cell3,2900,651.9694142612814,88.68889070507598,88.10397490017316,0.05577704015114949,81.07351789359558
Cell3,3000,650.9774306129659,88.55394890038049,87.9699230558062,0.055955880035887154,80.81439984226535
Cell3,3100,648.7293266569452,88.2481341770394,87.66612522391152,0.0565191524749057,80.00899986520122
Cell3,3200,645.0933332983059,87.7535216836694,87.17477477004132,0.05721166858108441,79.04053447308677
Cell3,3500,638.1805844078301,86.81316464021255,86.24061951457163,0.05742246390360749,78.75038017067614
Cell3,3600,637.7480160822042,86.75432138144193,86.18216433543301,0.057427478466092294,78.74350369424681
Cell3,3700,635.89805559061,86.50266702426075,85.93216967440677,0.05989844485600188,75.49512969188389
Cell3,3800,632.3420224158799,86.01893169760496,85.45162465079457,0.05782489593882213,78.20231734667138
Cell3,3900,631.7149177351412,85.93362521347534,85.36688077501907,0.0584754802609613,77.33225691461261
Cell3,4000,629.6603428366021,85.65413669049242,85.08923551845974,0.058943621619041695,76.71806954741267
Cell3,4100,626.6624752776828,85.24632990927626,84.68411828076795,0.05968632365476401,75.7634343321643
Cell3,4200,625.6675662566968,85.11099015944502,84.54967111576983,0.060329348178575756,74.95590453523069
Cell3,4300,623.802889529931,84.85733391913227,84.297687774315,0.06077232366688764,74.40954352071111
Cell3,4400,621.8625686928474,84.59338763746833,84.03548225579019,0.06129706974786267,73.77254543074946
Cell3,4500,618.4472051369663,84.12878792082542,83.57394664013059,0.06196894938018793,72.97268887039995
Cell3,4600,617.397062827596,83.98593466043734,83.4320355172427,0.06216748844021851,72.73964215386475
Cell3,4800,613.8286055479532,83.50050925437199,82.94981156053422,0.0630800978122249,71.68728362164408
Cell3,5000,608.9248500447693,82.83344017666217,82.2871418979418,0.06479868092474043,69.78600178602527
Cell3,5100,607.559576722663,82.64771892379628,82.10264550306256,0.06481268562155575,69.77092245722423
Cell3,5200,604.4512359157004,82.22488421395764,81.68259944806763,0.06415774910193787,70.48315949428203
Cell3,5300,604.3593651956008,82.21238682976188,81.67018448589201,0.06495167303692247,69.6216225281128
Cell3,5400,602.5054696849569,81.96019718293861,81.41965806553472,0.06512785576960833,69.43328333644006
Cell3,5500,599.4989362373487,81.55121156106216,81.01336976180389,0.06570057052028604,68.82803036466433
Cell3,5600,599.6266429328138,81.56858379495635,81.03062742335321,0.06642177633756607,68.08069750746026
Cell3,5700,597.9470266185133,81.34010174584942,80.80365224574504,0.06657178289412573,67.92729090548423
Cell3,5800,595.6181045337796,81.02329314760006,80.48893304510536,0.06764051184488269,66.85403080799026
Cell3,5900,594.1606611276211,80.82503378737519,80.29198123346231,0.06740142593261224,67.09117500373273
Cell3,6000,592.2878485063985,80.57027080272981,80.03889844681062,0.06766757520254722,66.82729282393133
Cell3,6100,589.3378363478698,80.16897390109088,79.64024815511755,0.06847164109171952,66.04253659830684
Cell3,6200,588.8489304022828,80.10246690701301,79.57417978409227,0.06861487794301266,65.9046696330459
Cell3,6300,587.1626914231025,79.87308396165413,79.34630965177061,0.06894892782404613,65.58536884411048
Cell3,6400,584.8877045881585,79.56361229880251,79.0388789983998,0.06938724674313629,65.17106637025243
Cell3,6500,584.6155005204129,79.52658375684074,79.00209466492065,0.06991748554200497,64.67682336815831
Cell3,6600,582.9967982685885,79.30638798698429,78.78335111737682,0.07022051943621592,64.39771307663946
Cell3,6700,582.4711285638903,79.23487993466289,78.71231467079598,0.0688390279988077,65.69007428205319
Cell3,6800,582.6697890370449,79.26190417323241,78.73916068068174,0.07059396694750276,64.05704422459833
Cell3,6900,581.1245224090237,79.051698019255,78.53034086608429,0.07095533146224725,63.73081161846211
Cell3,7000,578.701182313585,78.72204552304225,78.20286247480878,0.07087266763888532,63.805145388162785
Cell3,7100,580.2683002516004,78.9352241606998,78.4146351691352,0.0719950697697425,62.8104240638781
Cell3,7200,577.6091745887383,78.57349721442601,78.05529386334301,0.07309049482809946,61.86906893134797
Cell3,7300,575.9966217167189,78.35413795877025,77.83738131307013,0.0735008087299059,61.52368852651952
Cell3,7400,574.0759611343926,78.09286610653085,77.57783258572873,0.07468705543494432,60.54651420398963
Cell3,7500,573.0825077442627,77.95772436949453,77.44358212760307,0.07442916740995327,60.75630052179374
Cell3,7600,571.5622067833184,77.75091435231484,77.23813605179978,0.07477200180611757,60.477729009737985
Cell3,7700,569.8652392499695,77.52007197719242,77.00881611486075,0.0761385366212553,59.39227444363065
Cell3,7800,569.3134736610447,77.44501404204922,76.93425319743848,0.07603346545703292,59.474349032551416
Cell3,7900,567.8694270267266,77.24857707534093,76.73911176036846,0.07647469384707946,59.13120583115237
Cell3,8000,566.4618704545966,77.05710393525767,76.54890141278332,0.07706959084571566,58.674774487886104
Cell3,8100,565.8573030034044,76.97486324201383,76.46720310856816,0.0777054005625487,58.19467926307151
Cell4,0,734.0756158938327,100.0,99.19940755322064,0.047419953738642856,100.0
Cell4,100,725.6895677627597,98.85760431902347,98.06615780577833,0.04665018923616334,101.65007798485583
Cell4,200,720.520947044064,98.15350509453114,97.36769554649514,0.04626722492456802,102.49145872905537
Cell4,300,716.8993845363364,97.66015503231473,96.87829520761302,0.04688116353223276,101.14926799126829
Cell4,400,711.6089577103882,96.93946267972838,96.16337266356597,0.04674425097432557,101.44553126905042
Cell4,500,707.5381360146926,96.38491194850175,95.6132616236071,0.047169763654631075,100.5304035140893
Cell4,600,703.3674972372165,95.81676356062788,95.04966178881304,0.04753699118015003,99.7537971196712
Cell4,700,701.7227474914652,95.59270629593468,94.82739830965745,0.048092346278657494,98.60187203984881
Cell4,800,698.0057685756904,95.08635806214286,94.32510386157978,0.04793453780025653,98.92648581747477
Cell4,900,694.5155634312847,94.61090225502471,93.85345451774117,0.04796542136303841,98.86278988301375
Cell4,1000,690.9174915491741,94.12075222085835,93.36722858772623,0.048081841741676484,98.62341378978435
Cell4,1100,687.1888481767409,93.61281498773106,92.86335786172174,0.04828343831628595,98.2116340348698
Cell4,1200,682.9508147644314,93.0354857153033,92.29065064384207,0.04860017506538557,97.57156980369953
Cell4,1300,678.9738121475967,92.4937155582886,91.75321785778334,0.04894549521304926,96.88318308402837
Cell4,1400,674.7946724375373,91.92440912451328,91.18846924831585,0.04920123176963762,96.37960683721336
Cell4,1600,667.088694869066,90.8746565647462,90.14712092825215,0.05016061788322383,94.5362233157467
Cell4,1800,659.50607827045,89.84170894539459,89.12244300952027,0.05114469660544103,92.71724516124725
Cell4,1900,655.8003460359124,89.33689279916892,88.62166838323141,0.05162680587245988,91.85141892332108
Cell4,2000,651.8358917402749,88.79683204659779,88.08593131625337,0.0521421813794108,90.94355564757291
Cell4,2100,649.1322951773172,88.42853258201666,87.7205804293672,0.05227191750200281,90.71783857331415
Cell4,2200,644.827599194441,87.84212215103743,87.13886475600553,0.05301577438922565,89.4449893167645
Cell4,2300,642.7345700249701,87.55699768645184,86.85602297634732,0.053157989041164797,89.20569531311938
Cell4,2400,639.779528362064,87.15444492500258,86.45669302190053,0.053978545193296174,87.84963279175619
Cell4,2500,637.9124570016852,86.90010173201894,86.20438608130881,0.05402119461769136,87.78027600876737
Cell4,2600,632.8442960173883,86.20968771000763,85.51949946180922,0.05494854241263565,86.29883825223803
Cell4,2700,631.3567584678583,86.00704679436862,85.3184808740349,0.05506661887941342,86.11379217323027
Cell4,2800,629.2342766774427,85.71791012445877,85.03165901046523,0.055533094998117705,85.39043923312784
Cell4,2900,624.4071835805257,85.06033575576933,84.37934913250348,0.05627635664155085,84.26265765689423
Cell4,3000,624.0241576349928,85.00815775976459,84.32758886959361,0.05623139881080316,84.33002689154613
Cell4,3100,621.0406372433505,84.60172546218588,83.92441043829061,0.05690368149902363,83.33371846856078
Cell4,3200,617.4298009076539,84.10983658077959,83.43645958211539,0.05771805889512032,82.1579149513843
Cell4,3300,616.6100994219123,83.99817213259551,83.32568911106924,0.05798847924958064,81.7747841507428
Cell4,3500,610.0098423460355,83.09904717421638,82.43376247919399,0.05787649529086524,81.93300838333111
Cell4,3600,609.0845318177422,82.97299605519555,82.30872051591112,0.057629727913516886,82.28384109292426
Cell4,3700,606.8422394722121,82.66753810277469,82.00570803678542,0.05994873447434931,79.10084200181534
Cell4,3800,602.1429400557658,82.02737252382077,81.3706675751035,0.058087414626338645,81.6355040823958
Cell4,3900,602.2590640433417,82.0431916009106,81.38636000585699,0.05845452149049847,81.12281570271816
Cell4,4000,600.8081319033984,81.84553728458017,81.19028809505383,0.05936938559565075,79.87273788145235
Cell4,4100,596.5517044461636,81.2657022696203,80.61509519542753,0.05989659299357235,79.16970126119128
Cell4,4200,595.6564765764431,81.14374918327096,80.49411845627608,0.060923331479488085,77.8354574299805
Cell4,4300,593.6652687461142,80.87249540679122,80.22503631704245,0.061416193443495484,77.21083167140677
Cell4,4400,591.9132492154948,80.63382523539667,79.98827692101281,0.062120021495745775,76.33602274572677
Cell4,4500,588.273065831058,80.13793853031869,79.49636024744028,0.06284430051827392,75.45625195534485
Cell4,4600,587.8162290155369,80.07570559332558,79.43462554264012,0.06302930654356113,75.23476988576692
Cell4,4800,584.5267630762735,79.6275956346181,78.99010311841533,0.06408256283245381,73.99821674208637
Cell4,5000,582.3379080207892,79.32941721701475,78.69431189470124,0.06674372543809959,71.04780775628376
Cell4,5100,581.233771613044,79.17900540877062,78.54510427203299,0.06703521599646649,70.73886916563738
Cell5,0,735.336070718255,100.0,99.36973928625066,0.04508345304975899,100.0
Cell5,100,726.3272216149664,98.77486642339073,98.15232724526574,0.04568888578154367,98.6748796311657
Cell5,200,721.6143905718282,98.13395796931002,97.51545818538219,0.04578871725960124,98.45974237311842
Cell5,300,718.1408943344795,97.66158943257336,97.04606680195668,0.04638536342512831,97.1932733102959
Cell5,400,713.4979226988899,97.03018131586633,96.41863820255269,0.04647796961828336,96.99961814171891
Cell5,500,709.9294524799296,96.54489705455237,95.93641249728779,0.04689713317191033,96.13264180669009
Cell5,600,706.7197517896662,96.10840266537758,95.5026691607657,0.047381336274266966,95.1502355036872
Cell5,700,704.4068227739054,95.79386226570679,95.1901111856629,0.04813949826983305,93.65168867580586
Cell5,800,701.0295867753294,95.33458437454104,94.73372794261209,0.04827805662207112,93.38290768967768
Cell5,900,698.2500120464782,94.9565837786861,94.35810973601056,0.048596221762759025,92.77151888443314
Cell5,1000,695.5576916850586,94.590449099778,93.99428266014304,0.04880141667388313,92.38144324995821
